,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Revenue_Loss,Churn_Prob,Expected_Loss
4105,0238-WHBIQ,1,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,No,0,50,4193,0.0,1.6789025396476283e-09,1.5059755780639227e-07
4106,8735-NBLWT,1,United States,California,Foresthill,95631,"39.031876, -120.811141",39.031876,-120.811141,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,No,0,67,4195,0.0,2.3474163838099655e-05,0.00047887294229723295
4107,6651-RLGGM,1,United States,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,Male,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,No,0,52,6066,0.0,5.595454411677495e-07,1.471604510271181e-05
4108,1614-JBEBI,1,United States,California,Georgetown,95634,"38.9386, -120.785514",38.9386,-120.785514,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No,0,49,3330,0.0,1.0828135013770628e-06,2.24142394785052e-05
4109,5696-EXCYS,1,United States,California,Hood,95639,"38.375325, -121.507935",38.375325,-121.507935,Male,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,No,0,29,5347,0.0,3.687116458629259e-08,7.171441512033908e-07
4110,5795-KTGUD,1,United States,California,Ione,95640,"38.33788, -120.954202",38.33788,-120.954202,Female,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,No,0,67,4545,0.0,5.313268281193068e-09,5.88710125556192e-07
4111,7924-GJZFI,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No,0,50,4442,0.0,1.7101732195027795e-08,1.185150041115426e-06
4112,4702-HDRKD,1,United States,California,Knights Landing,95645,"38.875508, -121.765866",38.875508,-121.765866,Male,No,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,No,0,33,5905,0.0,3.149736147438943e-09,1.5543947887611183e-07
4113,8512-WIWYV,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,No,0,40,2433,0.0,1.7792404585490223e-07,3.6207543331472605e-06
4114,5897-ZYEKH,1,United States,California,Lincoln,95648,"38.922812, -121.312005",38.922812,-121.312005,Female,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,No,0,45,5768,0.0,2.0550663879719403e-10,2.170150105698369e-08
4115,5456-ITGIC,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No,0,68,5295,0.0,3.0809256830295536e-07,1.9856566027125474e-05
4116,1406-PUQVY,1,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.961866,Male,No,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,0,39,3239,0.0,1.7793105601132724e-08,8.87875969496523e-07
4117,9114-AAFQH,1,United States,California,North Highlands,95660,"38.671295, -121.388251",38.671295,-121.388251,Female,No,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,No,0,67,5427,0.0,3.1512743994072466e-07,2.0688116432108576e-05
4118,8715-KKTFG,1,United States,California,Roseville,95661,"38.736685, -121.251984",38.736685,-121.251984,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No,0,27,5401,0.0,1.253428526791482e-11,1.2947916681756009e-09
4119,1728-BQDMA,1,United States,California,Penryn,95663,"38.859093, -121.182872",38.859093,-121.182872,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,No,0,26,5694,0.0,3.2332734801103597e-09,1.437190061909055e-07
4120,5117-ZSMHQ,1,United States,California,Pioneer,95666,"38.546999, -120.271114",38.546999,-120.271114,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,No,0,54,5835,0.0,3.380505153066366e-09,3.039074132606663e-07
4121,5151-HQRDG,1,United States,California,Placerville,95667,"38.733714, -120.795213",38.733714,-120.795213,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No,0,26,3839,0.0,8.31536767838254e-10,4.5776099069495884e-08
4122,0960-HUWBM,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102,Male,No,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,No,0,25,4024,0.0,7.75656367242881e-12,8.07458278299839e-10
4123,6465-GSRCL,1,United States,California,Plymouth,95669,"38.489273, -120.891614",38.489273,-120.891614,Female,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,No,0,65,5895,0.0,5.556893607689609e-09,5.923648585797122e-07
4124,0263-FJTQO,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.5,3486.65,No,0,60,4022,0.0,6.070152552239416e-08,4.279457549328788e-06
4125,7319-ZNRTR,1,United States,California,Rio Linda,95673,"38.688764, -121.457596",38.688764,-121.457596,Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.6,411.15,No,0,51,2888,0.0,1.3182637379733514e-06,2.583796926427769e-05
4126,7503-EPSZW,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,Female,No,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.05,1559.15,No,0,55,4582,0.0,1.1415438464530566e-06,2.7454129507196012e-05
4127,7089-XXAYG,1,United States,California,Rocklin,95677,"38.7904, -121.236973",38.7904,-121.236973,Male,No,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,No,0,72,2315,0.0,9.550178936702339e-06,0.0003638618174883591
4128,8070-AAWZP,1,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074,Male,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,34.25,828.2,No,0,63,2525,0.0,2.928425020351934e-06,0.00010029855694705374
4129,1666-JXLKU,1,United States,California,Shingle Springs,95682,"38.598936, -120.963092",38.598936,-120.963092,Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,No,0,52,2904,0.0,1.479679503733444e-09,1.4804193434853108e-07
4130,7855-DIWPO,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897,Female,No,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,No,0,21,2006,0.0,1.3252340708522978e-10,9.097731896401025e-09
4131,5133-POWUA,1,United States,California,Somerset,95684,"38.606703, -120.586659",38.606703,-120.586659,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,No,0,30,2614,0.0,5.4577368347963124e-09,2.499643470336711e-07
4132,5652-MSDEY,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",38.432145,-120.77069,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,No,0,52,4525,0.0,1.651687336877541e-08,1.2511531576847372e-06
4133,1810-BOHSY,1,United States,California,Vacaville,95687,"38.333133, -121.920151",38.333133,-121.920151,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,No,0,26,4745,0.0,2.0854850423789708e-11,2.010407580853328e-09
4134,1784-BXEFA,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,No,0,43,3595,0.0,3.773592872802755e-07,7.754733353609663e-06
4135,7351-MHQVU,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,Female,No,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,0,79,3474,0.0,1.3473259233508213e-05,0.0006864625579472435
4136,9224-VTYID,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Male,No,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,0,30,3413,0.0,6.935239536652526e-11,6.276391780670536e-09
4137,9500-IWPXQ,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,0,74,4666,0.0,2.6724617130043443e-07,2.1219346001254494e-05
4138,5762-TJXGK,1,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,Female,No,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,0,21,5122,0.0,2.193287227348242e-10,1.2885562460670922e-08
4139,4504-YOULA,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,0,49,3682,0.0,2.8340149305258705e-08,1.68482187619763e-06
4140,5569-IDSEY,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,0,20,4420,0.0,2.6803233273964464e-12,2.833101757058044e-10
4141,7284-ZZLOH,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,0,79,2929,0.0,6.862319550145364e-06,0.00036576163202274787
4142,1777-JYQPJ,1,United States,California,Colfax,95713,"39.084645, -120.894014",39.084645,-120.894014,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,0,77,2515,0.0,9.577630281806248e-05,0.0023273641584789185
4143,3401-URHDA,1,United States,California,Emigrant Gap,95715,"39.23754, -120.720196",39.23754,-120.720196,Male,No,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,0,42,5233,0.0,7.1079554270097e-09,4.25766530077881e-07
4144,1599-EAHXY,1,United States,California,Gold Run,95717,"39.170376, -120.838404",39.170376,-120.838404,Male,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,0,71,5449,0.0,1.8375209882474186e-05,0.00044008627668525675
4145,8631-XVRZL,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,0,70,4004,0.0,3.9178432076917e-05,0.0007894454063498775
4146,3853-LYGAM,1,United States,California,Meadow Vista,95722,"39.003358, -121.022539",39.003358,-121.022539,Male,No,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,No,0,49,3139,0.0,1.644095013029222e-09,1.572576879962451e-07
4147,5751-USDBL,1,United States,California,Soda Springs,95728,"39.279068, -120.414275",39.279068,-120.414275,Male,No,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,0,57,4280,0.0,1.576708294544387e-08,1.2771337185809534e-06
4148,5680-LQOGP,1,United States,California,Twin Bridges,95735,"38.805481, -120.13287",38.805481,-120.13287,Female,No,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,0,70,5308,0.0,9.800741036883787e-08,8.080710984910683e-06
4149,8189-DUKMV,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585,Female,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,0,80,3233,0.0,0.000213713186491579,0.004381120323077369
4150,9931-DCEZH,1,United States,California,Roseville,95747,"38.784329, -121.373245",38.784329,-121.373245,Male,No,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,0,74,4711,0.0,3.3098826632583164e-06,0.00018005761688125242
4151,1898-JSNDC,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,0,46,5662,0.0,1.7775950251051616e-08,1.0416706847116246e-06
4152,0315-LVCRK,1,United States,California,El Dorado Hills,95762,"38.684437, -121.055634",38.684437,-121.055634,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,0,60,4924,0.0,2.9173481010032404e-08,2.473911189650748e-06
4153,3911-RSNHI,1,United States,California,Rocklin,95765,"38.823278, -121.281856",38.823278,-121.281856,Female,No,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,0,37,5119,0.0,2.0517531735756796e-09,1.2597764485754671e-07
4154,2410-CIYFZ,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,Male,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,0,77,3000,0.0,0.00013096826071271994,0.0026717525185394864
4155,5505-OVWQW,1,United States,California,Sacramento,95815,"38.608405, -121.449942",38.608405,-121.449942,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,0,48,4650,0.0,8.324109286349044e-07,1.677308021199332e-05
4156,7271-AJDTL,1,United States,California,Sacramento,95816,"38.574856, -121.46504",38.574856,-121.46504,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,0,55,5577,0.0,3.1881402534326496e-09,3.011198469367138e-07
4157,1867-TJHTS,1,United States,California,Sacramento,95817,"38.550722, -121.457314",38.550722,-121.457314,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,0,78,5709,0.0,5.294810268468053e-07,4.225258594237506e-05
4158,6860-YRJZP,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,0,51,2003,0.0,1.5235866919002324e-08,1.1282159453521222e-06
4159,4429-WYGFR,1,United States,California,Sacramento,95821,"38.625096, -121.383658",38.625096,-121.383658,Male,No,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,0,54,2752,0.0,1.7121080965298967e-07,8.415011294444441e-06
4160,2817-LVCPP,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,Female,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,0,41,6233,0.0,1.8540619620791444e-07,3.5968802064335396e-06
4161,5038-ETMLM,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.475465,-121.443625,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,0,38,5411,0.0,2.829293549836674e-11,3.21549211938938e-09
4162,5056-FIMPT,1,United States,California,Sacramento,95824,"38.517295, -121.439819",38.517295,-121.439819,Female,No,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,0,76,3528,0.0,4.6806363417483987e-08,4.961474522253302e-06
4163,4521-WFJAI,1,United States,California,Sacramento,95825,"38.590035, -121.412455",38.590035,-121.412455,Male,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,0,40,4246,0.0,8.1307798922559e-08,2.1099373820404058e-06
4164,6569-KTMDU,1,United States,California,Sacramento,95826,"38.542532, -121.378826",38.542532,-121.378826,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0,26,3313,0.0,2.596851587956713e-08,4.959986532997322e-07
4165,8809-XKHMD,1,United States,California,Sacramento,95828,"38.486938, -121.395805",38.486938,-121.395805,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,0,54,6082,0.0,1.3111140298250869e-09,1.3183251569891248e-07
4166,0396-YCHWO,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,0,44,5111,0.0,5.724603197647243e-10,5.46127145055547e-08
4167,0867-LDTTC,1,United States,California,Sacramento,95830,"38.490508, -121.284171",38.490508,-121.284171,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,0,68,5900,0.0,2.7356807064803046e-07,2.055864050919949e-05
4168,9391-DXGGG,1,United States,California,Sacramento,95832,"38.445939, -121.496855",38.445939,-121.496855,Female,Yes,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,0,27,4368,0.0,4.8300653678436626e-11,4.306003275432626e-09
4169,9844-FELAJ,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,Female,Yes,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,0,53,5899,0.0,6.040739776899859e-10,6.517958219274948e-08
4170,2122-SZZZD,1,United States,California,Sacramento,95834,"38.646209, -121.52446",38.646209,-121.52446,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,0,35,4220,0.0,6.910931153588608e-08,1.3476315749497785e-06
4171,3148-AOIQT,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,0,45,4106,0.0,1.7473694439325055e-07,4.359686762611601e-06
4172,8395-ETZKQ,1,United States,California,Sacramento,95841,"38.660442, -121.346321",38.660442,-121.346321,Male,Yes,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,0,51,5443,0.0,7.919180388463856e-07,1.544240175750452e-05
4173,6692-YQHXC,1,United States,California,Sacramento,95842,"38.687367, -121.34848",38.687367,-121.34848,Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,0,54,5596,0.0,3.465536948116683e-08,2.42414309520762e-06
4174,3889-VWBID,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,Male,No,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,0,42,5184,0.0,7.913828424082977e-10,6.556606849352747e-08
4175,5222-JCXZT,1,United States,California,Sacramento,95864,"38.585826, -121.376263",38.585826,-121.376263,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,0,55,3022,0.0,3.4088090309224754e-06,6.476737158752704e-05
4176,9754-CLVZW,1,United States,California,Marysville,95901,"39.19514, -121.503883",39.19514,-121.503883,Female,No,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,0,43,3970,0.0,6.341404860062477e-08,2.4636357881342723e-06
4177,2739-CCZMB,1,United States,California,Alleghany,95910,"39.467828, -120.841386",39.467828,-120.841386,Male,No,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122,No,0,60,3161,0.0,7.052325137935182e-06,0.00014351481655698096
4178,7080-TNUWP,1,United States,California,Arbuckle,95912,"38.982373, -122.047751",38.982373,-122.047751,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,0,65,6259,0.0,1.3693032309689682e-08,1.30083806942052e-06
4179,0496-AHOOK,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,0,68,4310,0.0,2.2335261374933027e-07,1.6617434462950175e-05
4180,8336-TAVKX,1,United States,California,Berry Creek,95916,"39.657228, -121.37778",39.657228,-121.37778,Female,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,0,71,4032,0.0,1.46601427205065e-07,1.150088196423735e-05
4181,2468-SJFLM,1,United States,California,Biggs,95917,"39.457388, -121.818201",39.457388,-121.818201,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,0,64,3063,0.0,1.4897460944048152e-07,1.1068813481427776e-05
4182,3181-VTHOE,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Male,No,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,0,69,4042,0.0,1.0882972525943988e-06,5.555757474494406e-05
4183,7168-HDQHG,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,0,79,3043,0.0,0.00013254478033281994,0.0025448597823901427
4184,4567-AKPIA,1,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605,Female,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,0,77,4854,0.0,4.482350677907746e-08,4.8902445895973506e-06
4185,7901-HXJVA,1,United States,California,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721,Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,0,52,2292,0.0,1.3735653307704625e-08,1.0500906953740185e-06
4186,5924-IFQTT,1,United States,California,Crescent Mills,95934,"40.080342, -120.957805",40.080342,-120.957805,Male,No,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,0,46,2862,0.0,6.937900976458802e-09,5.050791910862008e-07
4187,7968-QUXNS,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,0,68,5920,0.0,3.160451567958672e-05,0.0005989055721281682
4188,8903-WMRNW,1,United States,California,Durham,95938,"39.607831, -121.777959",39.607831,-121.777959,Female,No,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,0,50,2919,0.0,1.1344825268941418e-09,1.1543359711147893e-07
4189,2452-SNHFZ,1,United States,California,Elk Creek,95939,"39.53222, -122.594879",39.53222,-122.594879,Female,No,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,0,66,4995,0.0,1.1031324286958722e-07,8.323134174510356e-06
4190,3629-WEAAM,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Female,No,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,0,25,2804,0.0,4.329691395975599e-10,2.7753321848203587e-08
4191,6029-CSMJE,1,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168,Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,0,24,3090,0.0,8.661340177313968e-09,2.2216337554810325e-07
